"anho","mes","idprovincia","tasa_de_paro"
2004,3,2,9.33806146572103
2004,3,3,10.2665091243272
2004,3,4,7.14028128380815
2004,3,5,10.1426307448494
2004,3,6,16.7981961668546
2004,3,7,12.7503769114796
2004,3,8,10.8577509215977
2004,3,9,10.3037522334723
2004,3,10,17.4328358208955
2004,3,11,23.8883143743537
2004,3,12,9.11613158937772
2004,3,13,8.61344537815126
2004,3,14,18.9820359281437
2004,3,15,15.8118831043159
2004,3,16,9.77157360406092
2004,3,17,11.0740291262136
2004,3,18,17.8611111111111
2004,3,19,10.2222222222222
2004,3,20,7.15776916194453
2004,3,21,15.6526261050442
2004,3,22,5.80448065173116
2004,3,23,14.3375680580762
2004,3,24,7.39710789766408
2004,3,25,4.2516016307513
2004,3,26,7.84753363228701
2004,3,27,9.95589161940768
2004,3,28,6.65250025705179
2004,3,29,16.8444218723548
2004,3,30,11.7823265102346
2004,3,31,6.70753696357736
2004,3,32,14.0086206896552
2004,3,33,11.4705882352941
2004,3,34,9.07821229050279
2004,3,35,11.8924731182796
2004,3,36,15.1237396883593
2004,3,37,17.2615184944841
2004,3,38,13.8135996195911
2004,3,39,11.4331083763398
2004,3,40,10.0864553314121
2004,3,41,16.9946108534904
2004,3,42,3.80710659898477
2004,3,43,8.95117540687161
2004,3,44,4.68468468468469
2004,3,45,11.3494539781591
2004,3,46,10.5086541858001
2004,3,47,14.4557823129252
2004,3,48,13.1622978248745
2004,3,49,13.4246575342466
2004,3,50,7.34597156398104
2004,4,1,9.05636478784041
2004,4,2,7.74431468961278
2004,4,3,11.1381385225963
2004,4,4,8.55614973262032
2004,4,5,10.8597285067873
2004,4,6,18.9267585206672
2004,4,7,9.06498268486454
2004,4,8,10.2822504262171
2004,4,9,9.40745265729993
2004,4,10,16.6075650118203
2004,4,11,23.021438589461
2004,4,12,9.02555910543131
2004,4,13,8.55229263266357
2004,4,14,20.5128205128205
2004,4,15,15.3144409937888
2004,4,16,7.01530612244898
2004,4,17,8.16738816738817
2004,4,18,14.7177419354839
2004,4,19,8.61878453038674
2004,4,20,6.48843496545508
2004,4,21,12.7008812856402
2004,4,22,5.67595459236326
2004,4,23,20.4341317365269
2004,4,24,8.36047774158522
2004,4,25,5.84699453551912
2004,4,26,5.31365313653136
2004,4,27,9.48440483768301
2004,4,28,6.85926676803514
2004,4,29,15.888778550149
2004,4,30,10.920666013712
2004,4,31,5.45587696814355
2004,4,32,13.3576642335766
2004,4,33,10.3464097270016
2004,4,34,7.48299319727891
2004,4,35,11.1764705882353
2004,4,36,14.6313885119855
2004,4,37,16.3473818646232
2004,4,38,14.3325526932084
2004,4,39,10.5367008681926
2004,4,40,10.6082036775106
2004,4,41,17.9388840776939
2004,4,42,6.87960687960689
2004,4,43,9.45508100147276
2004,4,44,3.44202898550726
2004,4,45,10.5570705103233
2004,4,46,9.93626124159609
2004,4,47,12.2985581000848
2004,4,48,11.6672869371046
2004,4,49,11.6
2004,4,50,5.7392536608408
2004,5,1,9.05636478784041
2004,5,2,7.74431468961278
2004,5,3,11.1381385225963
2004,5,4,8.55614973262032
2004,5,5,10.8597285067873
2004,5,6,18.9267585206672
2004,5,7,9.06498268486454
2004,5,8,10.2822504262171
2004,5,9,9.40745265729993
2004,5,10,16.6075650118203
2004,5,11,23.021438589461
2004,5,12,9.02555910543131
2004,5,13,8.55229263266357
2004,5,14,20.5128205128205
2004,5,15,15.3144409937888
2004,5,16,7.01530612244898
2004,5,17,8.16738816738817
2004,5,18,14.7177419354839
2004,5,19,8.61878453038674
2004,5,20,6.48843496545508
2004,5,21,12.7008812856402
2004,5,22,5.67595459236326
2004,5,23,20.4341317365269
2004,5,24,8.36047774158522
2004,5,25,5.84699453551912
2004,5,26,5.31365313653136
2004,5,27,9.48440483768301
2004,5,28,6.85926676803514
2004,5,29,15.888778550149
2004,5,30,10.920666013712
2004,5,31,5.45587696814355
2004,5,32,13.3576642335766
2004,5,33,10.3464097270016
2004,5,34,7.48299319727891
2004,5,35,11.1764705882353
2004,5,36,14.6313885119855
2004,5,37,16.3473818646232
2004,5,38,14.3325526932084
2004,5,39,10.5367008681926
2004,5,40,10.6082036775106
2004,5,41,17.9388840776939
2004,5,42,6.87960687960689
2004,5,43,9.45508100147276
2004,5,44,3.44202898550726
2004,5,45,10.5570705103233
2004,5,46,9.93626124159609
2004,5,47,12.2985581000848
2004,5,48,11.6672869371046
2004,5,49,11.6
2004,5,50,5.7392536608408
2004,6,1,9.05636478784041
2004,6,2,7.74431468961278
2004,6,3,11.1381385225963
2004,6,4,8.55614973262032
2004,6,5,10.8597285067873
2004,6,6,18.9267585206672
2004,6,7,9.06498268486454
2004,6,8,10.2822504262171
2004,6,9,9.40745265729993
2004,6,10,16.6075650118203
2004,6,11,23.021438589461
2004,6,12,9.02555910543131
2004,6,13,8.55229263266357
2004,6,14,20.5128205128205
2004,6,15,15.3144409937888
2004,6,16,7.01530612244898
2004,6,17,8.16738816738817
2004,6,18,14.7177419354839
2004,6,19,8.61878453038674
2004,6,20,6.48843496545508
2004,6,21,12.7008812856402
2004,6,22,5.67595459236326
2004,6,23,20.4341317365269
2004,6,24,8.36047774158522
2004,6,25,5.84699453551912
2004,6,26,5.31365313653136
2004,6,27,9.48440483768301
2004,6,28,6.85926676803514
2004,6,29,15.888778550149
2004,6,30,10.920666013712
2004,6,31,5.45587696814355
2004,6,32,13.3576642335766
2004,6,33,10.3464097270016
2004,6,34,7.48299319727891
2004,6,35,11.1764705882353
2004,6,36,14.6313885119855
2004,6,37,16.3473818646232
2004,6,38,14.3325526932084
2004,6,39,10.5367008681926
2004,6,40,10.6082036775106
2004,6,41,17.9388840776939
2004,6,42,6.87960687960689
2004,6,43,9.45508100147276
2004,6,44,3.44202898550726
2004,6,45,10.5570705103233
2004,6,46,9.93626124159609
2004,6,47,12.2985581000848
2004,6,48,11.6672869371046
2004,6,49,11.6
2004,6,50,5.7392536608408
2004,7,1,8.71762476310803
2004,7,2,9.06326034063261
2004,7,3,10.6090863704443
2004,7,4,13.578167115903
2004,7,5,8.43195266272189
2004,7,6,16.2674293886307
2004,7,7,6.76721571740424
2004,7,8,10.3492640102925
2004,7,9,6.96969696969697
2004,7,10,16.3489312536106
2004,7,11,22.3745212658738
2004,7,12,8.81435257410295
2004,7,13,9.3841642228739
2004,7,14,23.1858918762648
2004,7,15,14.2248062015504
2004,7,16,8.21256038647343
2004,7,17,6.94405397807141
2004,7,18,11.4860864416815
2004,7,19,6.60276890308839
2004,7,20,7.11711711711711
2004,7,21,18.0767209668944
2004,7,22,4.46247464503042
2004,7,23,19.7156033820138
2004,7,24,8.58927641853201
2004,7,25,3.47222222222222
2004,7,26,6.025824964132
2004,7,27,8.96774193548387
2004,7,28,6.48727223555661
2004,7,29,13.9361194978547
2004,7,30,10.2473498233216
2004,7,31,5.00894454382826
2004,7,32,13.2102272727273
2004,7,33,9.26393029121762
2004,7,34,6.22462787550745
2004,7,35,10.4817708333333
2004,7,36,12.7346754128025
2004,7,37,14.3489254108723
2004,7,38,12.5117591721543
2004,7,39,9.16240660637043
2004,7,40,6.09756097560976
2004,7,41,17.7872340425532
2004,7,42,3.64963503649635
2004,7,43,8.30518018018018
2004,7,44,4.51263537906137
2004,7,45,9.67495219885278
2004,7,46,12.1159671138035
2004,7,47,12.4126592683929
2004,7,48,11.6270499355076
2004,7,49,12.2368421052632
2004,7,50,4.84396832789938
2004,8,1,8.71762476310803
2004,8,2,9.06326034063261
2004,8,3,10.6090863704443
2004,8,4,13.578167115903
2004,8,5,8.43195266272189
2004,8,6,16.2674293886307
2004,8,7,6.76721571740424
2004,8,8,10.3492640102925
2004,8,9,6.96969696969697
2004,8,10,16.3489312536106
2004,8,11,22.3745212658738
2004,8,12,8.81435257410295
2004,8,13,9.3841642228739
2004,8,14,23.1858918762648
2004,8,15,14.2248062015504
2004,8,16,8.21256038647343
2004,8,17,6.94405397807141
2004,8,18,11.4860864416815
2004,8,19,6.60276890308839
2004,8,20,7.11711711711711
2004,8,21,18.0767209668944
2004,8,22,4.46247464503042
2004,8,23,19.7156033820138
2004,8,24,8.58927641853201
2004,8,25,3.47222222222222
2004,8,26,6.025824964132
2004,8,27,8.96774193548387
2004,8,28,6.48727223555661
2004,8,29,13.9361194978547
2004,8,30,10.2473498233216
2004,8,31,5.00894454382826
2004,8,32,13.2102272727273
2004,8,33,9.26393029121762
2004,8,34,6.22462787550745
2004,8,35,10.4817708333333
2004,8,36,12.7346754128025
2004,8,37,14.3489254108723
2004,8,38,12.5117591721543
2004,8,39,9.16240660637043
2004,8,40,6.09756097560976
2004,8,41,17.7872340425532
2004,8,42,3.64963503649635
2004,8,43,8.30518018018018
2004,8,44,4.51263537906137
2004,8,45,9.67495219885278
2004,8,46,12.1159671138035
2004,8,47,12.4126592683929
2004,8,48,11.6270499355076
2004,8,49,12.2368421052632
2004,8,50,4.84396832789938
2004,9,1,8.71762476310803
2004,9,2,9.06326034063261
2004,9,3,10.6090863704443
2004,9,4,13.578167115903
2004,9,5,8.43195266272189
2004,9,6,16.2674293886307
2004,9,7,6.76721571740424
2004,9,8,10.3492640102925
2004,9,9,6.96969696969697
2004,9,10,16.3489312536106
2004,9,11,22.3745212658738
2004,9,12,8.81435257410295
2004,9,13,9.3841642228739
2004,9,14,23.1858918762648
2004,9,15,14.2248062015504
2004,9,16,8.21256038647343
2004,9,17,6.94405397807141
2004,9,18,11.4860864416815
2004,9,19,6.60276890308839
2004,9,20,7.11711711711711
2004,9,21,18.0767209668944
2004,9,22,4.46247464503042
2004,9,23,19.7156033820138
2004,9,24,8.58927641853201
2004,9,25,3.47222222222222
2004,9,26,6.025824964132
2004,9,27,8.96774193548387
2004,9,28,6.48727223555661
2004,9,29,13.9361194978547
2004,9,30,10.2473498233216
2004,9,31,5.00894454382826
2004,9,32,13.2102272727273
2004,9,33,9.26393029121762
2004,9,34,6.22462787550745
2004,9,35,10.4817708333333
2004,9,36,12.7346754128025
2004,9,37,14.3489254108723
2004,9,38,12.5117591721543
2004,9,39,9.16240660637043
2004,9,40,6.09756097560976
2004,9,41,17.7872340425532
2004,9,42,3.64963503649635
2004,9,43,8.30518018018018
2004,9,44,4.51263537906137
2004,9,45,9.67495219885278
2004,9,46,12.1159671138035
2004,9,47,12.4126592683929
2004,9,48,11.6270499355076
2004,9,49,12.2368421052632
2004,9,50,4.84396832789938
2004,10,1,9.90595611285267
2004,10,2,9.84182776801405
2004,10,3,10.4341391218549
2004,10,4,9.86863184876642
2004,10,5,8.45697329376855
2004,10,6,20.409604519774
2004,10,7,8.09968847352025
2004,10,8,9.93222891566266
2004,10,9,7.28064716863721
2004,10,10,13.040901007706
2004,10,11,21.8261041790454
2004,10,12,7.10238005289006
2004,10,13,12.118320610687
2004,10,14,20.6335616438356
2004,10,15,12.6859977107974
2004,10,16,10.0244498777506
2004,10,17,8.55113636363637
2004,10,18,9.42007653812187
2004,10,19,6.65258711721225
2004,10,20,6.49074916590839
2004,10,21,17.827868852459
2004,10,22,5.83333333333333
2004,10,23,18.4473197781885
2004,10,24,9.02527075812274
2004,10,25,5.2547770700637
2004,10,26,4.69845722300139
2004,10,27,6.92943420216148
2004,10,28,6.95157072395644
2004,10,29,13.2526282255495
2004,10,30,9.96156310057654
2004,10,31,5.14991181657849
2004,10,32,12.5088339222615
2004,10,33,10.242774566474
2004,10,34,6.92410119840212
2004,10,35,10.4920100925147
2004,10,36,14.1668540589161
2004,10,37,14.5767027371101
2004,10,38,11.0401891252955
2004,10,39,11.1067503924647
2004,10,40,8.04289544235925
2004,10,41,16.3138686131387
2004,10,42,2.71604938271605
2004,10,43,7.54494547597997
2004,10,44,4.85611510791367
2004,10,45,10.2660172349194
2004,10,46,10.5673158340389
2004,10,47,14.5410235580829
2004,10,48,10.7246376811594
2004,10,49,11.0103626943005
2004,10,50,5.59020559020559
2004,11,1,9.90595611285267
2004,11,2,9.84182776801405
2004,11,3,10.4341391218549
2004,11,4,9.86863184876642
2004,11,5,8.45697329376855
2004,11,6,20.409604519774
2004,11,7,8.09968847352025
2004,11,8,9.93222891566266
2004,11,9,7.28064716863721
2004,11,10,13.040901007706
2004,11,11,21.8261041790454
2004,11,12,7.10238005289006
2004,11,13,12.118320610687
2004,11,14,20.6335616438356
2004,11,15,12.6859977107974
2004,11,16,10.0244498777506
2004,11,17,8.55113636363637
2004,11,18,9.42007653812187
2004,11,19,6.65258711721225
2004,11,20,6.49074916590839
2004,11,21,17.827868852459
2004,11,22,5.83333333333333
2004,11,23,18.4473197781885
2004,11,24,9.02527075812274
2004,11,25,5.2547770700637
2004,11,26,4.69845722300139
2004,11,27,6.92943420216148
2004,11,28,6.95157072395644
2004,11,29,13.2526282255495
2004,11,30,9.96156310057654
2004,11,31,5.14991181657849
2004,11,32,12.5088339222615
2004,11,33,10.242774566474
2004,11,34,6.92410119840212
2004,11,35,10.4920100925147
2004,11,36,14.1668540589161
2004,11,37,14.5767027371101
2004,11,38,11.0401891252955
2004,11,39,11.1067503924647
2004,11,40,8.04289544235925
2004,11,41,16.3138686131387
2004,11,42,2.71604938271605
2004,11,43,7.54494547597997
2004,11,44,4.85611510791367
2004,11,45,10.2660172349194
2004,11,46,10.5673158340389
2004,11,47,14.5410235580829
2004,11,48,10.7246376811594
2004,11,49,11.0103626943005
2004,11,50,5.59020559020559
2004,12,1,9.90595611285267
2004,12,2,9.84182776801405
2004,12,3,10.4341391218549
2004,12,4,9.86863184876642
2004,12,5,8.45697329376855
2004,12,6,20.409604519774
2004,12,7,8.09968847352025
2004,12,8,9.93222891566266
2004,12,9,7.28064716863721
2004,12,10,13.040901007706
2004,12,11,21.8261041790454
2004,12,12,7.10238005289006
2004,12,13,12.118320610687
2004,12,14,20.6335616438356
2004,12,15,12.6859977107974
2004,12,16,10.0244498777506
2004,12,17,8.55113636363637
2004,12,18,9.42007653812187
2004,12,19,6.65258711721225
2004,12,20,6.49074916590839
2004,12,21,17.827868852459
2004,12,22,5.83333333333333
2004,12,23,18.4473197781885
2004,12,24,9.02527075812274
2004,12,25,5.2547770700637
2004,12,26,4.69845722300139
2004,12,27,6.92943420216148
2004,12,28,6.95157072395644
2004,12,29,13.2526282255495
2004,12,30,9.96156310057654
2004,12,31,5.14991181657849
2004,12,32,12.5088339222615
2004,12,33,10.242774566474
2004,12,34,6.92410119840212
2004,12,35,10.4920100925147
2004,12,36,14.1668540589161
2004,12,37,14.5767027371101
2004,12,38,11.0401891252955
2004,12,39,11.1067503924647
2004,12,40,8.04289544235925
2004,12,41,16.3138686131387
2004,12,42,2.71604938271605
2004,12,43,7.54494547597997
2004,12,44,4.85611510791367
2004,12,45,10.2660172349194
2004,12,46,10.5673158340389
2004,12,47,14.5410235580829
2004,12,48,10.7246376811594
2004,12,49,11.0103626943005
2004,12,50,5.59020559020559
2005,1,1,7.98969072164947
2005,1,2,10.7964601769912
2005,1,3,10.2683494669771
2005,1,4,8.78048780487805
2005,1,5,8.49478390461996
2005,1,6,19.6605374823197
2005,1,7,10.7165370876235
2005,1,8,7.94734275962945
2005,1,9,8.55421686746987
2005,1,10,13.633737723859
2005,1,11,19.1170674024438
2005,1,12,8.58623242042931
2005,1,13,11.3342898134864
2005,1,14,14.2342342342342
2005,1,15,10.5800732318366
2005,1,16,6.55339805825243
2005,1,17,8.5665818490246
2005,1,18,14.1252457174951
2005,1,19,7.02647657841141
2005,1,20,5.89285714285715
2005,1,21,15.0596421471173
2005,1,22,7.43310208126858
2005,1,23,14.0172867343104
2005,1,24,12.5242718446602
2005,1,25,4.90146538655888
2005,1,26,7.58898589657489
2005,1,27,7.05501618122978
2005,1,28,8.26488871710632
2005,1,29,12.5296255332596
2005,1,30,9.0274395194025
2005,1,31,6.1617900172117
2005,1,32,11.8523775727466
2005,1,33,11.1998225770681
2005,1,34,10.75
2005,1,35,14.1080530071356
2005,1,36,12.0256058527663
2005,1,37,10.1827676240209
2005,1,38,11.1658456486043
2005,1,39,9.83733539891556
2005,1,40,8.71934604904633
2005,1,41,14.7306705753023
2005,1,42,6.1576354679803
2005,1,43,7.45801309422146
2005,1,44,4.57516339869282
2005,1,45,9.42607373622197
2005,1,46,10.6002554278416
2005,1,47,11.0833333333333
2005,1,48,9.30063578564941
2005,1,49,8.85286783042395
2005,1,50,6.08519269776876
2005,2,1,7.98969072164947
2005,2,2,10.7964601769912
2005,2,3,10.2683494669771
2005,2,4,8.78048780487805
2005,2,5,8.49478390461996
2005,2,6,19.6605374823197
2005,2,7,10.7165370876235
2005,2,8,7.94734275962945
2005,2,9,8.55421686746987
2005,2,10,13.633737723859
2005,2,11,19.1170674024438
2005,2,12,8.58623242042931
2005,2,13,11.3342898134864
2005,2,14,14.2342342342342
2005,2,15,10.5800732318366
2005,2,16,6.55339805825243
2005,2,17,8.5665818490246
2005,2,18,14.1252457174951
2005,2,19,7.02647657841141
2005,2,20,5.89285714285715
2005,2,21,15.0596421471173
2005,2,22,7.43310208126858
2005,2,23,14.0172867343104
2005,2,24,12.5242718446602
2005,2,25,4.90146538655888
2005,2,26,7.58898589657489
2005,2,27,7.05501618122978
2005,2,28,8.26488871710632
2005,2,29,12.5296255332596
2005,2,30,9.0274395194025
2005,2,31,6.1617900172117
2005,2,32,11.8523775727466
2005,2,33,11.1998225770681
2005,2,34,10.75
2005,2,35,14.1080530071356
2005,2,36,12.0256058527663
2005,2,37,10.1827676240209
2005,2,38,11.1658456486043
2005,2,39,9.83733539891556
2005,2,40,8.71934604904633
2005,2,41,14.7306705753023
2005,2,42,6.1576354679803
2005,2,43,7.45801309422146
2005,2,44,4.57516339869282
2005,2,45,9.42607373622197
2005,2,46,10.6002554278416
2005,2,47,11.0833333333333
2005,2,48,9.30063578564941
2005,2,49,8.85286783042395
2005,2,50,6.08519269776876
2005,3,1,7.98969072164947
2005,3,2,10.7964601769912
2005,3,3,10.2683494669771
2005,3,4,8.78048780487805
2005,3,5,8.49478390461996
2005,3,6,19.6605374823197
2005,3,7,10.7165370876235
2005,3,8,7.94734275962945
2005,3,9,8.55421686746987
2005,3,10,13.633737723859
2005,3,11,19.1170674024438
2005,3,12,8.58623242042931
2005,3,13,11.3342898134864
2005,3,14,14.2342342342342
2005,3,15,10.5800732318366
2005,3,16,6.55339805825243
2005,3,17,8.5665818490246
2005,3,18,14.1252457174951
2005,3,19,7.02647657841141
2005,3,20,5.89285714285715
2005,3,21,15.0596421471173
2005,3,22,7.43310208126858
2005,3,23,14.0172867343104
2005,3,24,12.5242718446602
2005,3,25,4.90146538655888
2005,3,26,7.58898589657489
2005,3,27,7.05501618122978
2005,3,28,8.26488871710632
2005,3,29,12.5296255332596
2005,3,30,9.0274395194025
2005,3,31,6.1617900172117
2005,3,32,11.8523775727466
2005,3,33,11.1998225770681
2005,3,34,10.75
2005,3,35,14.1080530071356
2005,3,36,12.0256058527663
2005,3,37,10.1827676240209
2005,3,38,11.1658456486043
2005,3,39,9.83733539891556
2005,3,40,8.71934604904633
2005,3,41,14.7306705753023
2005,3,42,6.1576354679803
2005,3,43,7.45801309422146
2005,3,44,4.57516339869282
2005,3,45,9.42607373622197
2005,3,46,10.6002554278416
2005,3,47,11.0833333333333
2005,3,48,9.30063578564941
2005,3,49,8.85286783042395
2005,3,50,6.08519269776876
2005,4,1,5.44977019041366
2005,4,2,7.17619603267212
2005,4,3,9.37924225595459
2005,4,4,9.73650385604113
2005,4,5,8.21114369501466
2005,4,6,16.424778761062
2005,4,7,6.0730326108182
2005,4,8,7.06981208697899
2005,4,9,6.67060212514759
2005,4,10,13.1365740740741
2005,4,11,17.1929824561403
2005,4,12,8.80294659300184
2005,4,13,11.3977485928705
2005,4,14,13.6377757067412
2005,4,15,10.6902518746395
2005,4,16,6.80507497116494
2005,4,17,7.69013288097257
2005,4,18,12.5034654837815
2005,4,19,8.68263473053892
2005,4,20,5.39099526066352
2005,4,21,14.3138219380226
2005,4,22,6.98818897637795
2005,4,23,17.3240525908739
2005,4,24,10.4427333974976
2005,4,25,6.13990941117262
2005,4,26,6.41607258587168
2005,4,27,6.29921259842519
2005,4,28,6.95836363061553
2005,4,29,12.7957799547852
2005,4,30,8.06400506970851
2005,4,31,5.29938059187888
2005,4,32,11.1500701262272
2005,4,33,10.6731620903454
2005,4,34,8.90052356020944
2005,4,35,13.1838749485808
2005,4,36,13.0345768880801
2005,4,37,8.30691185795815
2005,4,38,11.0252808988764
2005,4,39,9.09090909090909
2005,4,40,7.24043715846994
2005,4,41,13.0659922928709
2005,4,42,6.42857142857144
2005,4,43,7.36315643234232
2005,4,44,4.61049284578696
2005,4,45,10.3658536585366
2005,4,46,9.30075251543079
2005,4,47,9.29752066115702
2005,4,48,9.67974091399783
2005,4,49,9.375
2005,4,50,6.54040960140939
2005,5,1,5.44977019041366
2005,5,2,7.17619603267212
2005,5,3,9.37924225595459
2005,5,4,9.73650385604113
2005,5,5,8.21114369501466
2005,5,6,16.424778761062
2005,5,7,6.0730326108182
2005,5,8,7.06981208697899
2005,5,9,6.67060212514759
2005,5,10,13.1365740740741
2005,5,11,17.1929824561403
2005,5,12,8.80294659300184
2005,5,13,11.3977485928705
2005,5,14,13.6377757067412
2005,5,15,10.6902518746395
2005,5,16,6.80507497116494
2005,5,17,7.69013288097257
2005,5,18,12.5034654837815
2005,5,19,8.68263473053892
2005,5,20,5.39099526066352
2005,5,21,14.3138219380226
2005,5,22,6.98818897637795
2005,5,23,17.3240525908739
2005,5,24,10.4427333974976
2005,5,25,6.13990941117262
2005,5,26,6.41607258587168
2005,5,27,6.29921259842519
2005,5,28,6.95836363061553
2005,5,29,12.7957799547852
2005,5,30,8.06400506970851
2005,5,31,5.29938059187888
2005,5,32,11.1500701262272
2005,5,33,10.6731620903454
2005,5,34,8.90052356020944
2005,5,35,13.1838749485808
2005,5,36,13.0345768880801
2005,5,37,8.30691185795815
2005,5,38,11.0252808988764
2005,5,39,9.09090909090909
2005,5,40,7.24043715846994
2005,5,41,13.0659922928709
2005,5,42,6.42857142857144
2005,5,43,7.36315643234232
2005,5,44,4.61049284578696
2005,5,45,10.3658536585366
2005,5,46,9.30075251543079
2005,5,47,9.29752066115702
2005,5,48,9.67974091399783
2005,5,49,9.375
2005,5,50,6.54040960140939
2005,6,1,5.44977019041366
2005,6,2,7.17619603267212
2005,6,3,9.37924225595459
2005,6,4,9.73650385604113
2005,6,5,8.21114369501466
2005,6,6,16.424778761062
2005,6,7,6.0730326108182
2005,6,8,7.06981208697899
2005,6,9,6.67060212514759
2005,6,10,13.1365740740741
2005,6,11,17.1929824561403
2005,6,12,8.80294659300184
2005,6,13,11.3977485928705
2005,6,14,13.6377757067412
2005,6,15,10.6902518746395
2005,6,16,6.80507497116494
2005,6,17,7.69013288097257
2005,6,18,12.5034654837815
2005,6,19,8.68263473053892
2005,6,20,5.39099526066352
2005,6,21,14.3138219380226
2005,6,22,6.98818897637795
2005,6,23,17.3240525908739
2005,6,24,10.4427333974976
2005,6,25,6.13990941117262
2005,6,26,6.41607258587168
2005,6,27,6.29921259842519
2005,6,28,6.95836363061553
2005,6,29,12.7957799547852
2005,6,30,8.06400506970851
2005,6,31,5.29938059187888
2005,6,32,11.1500701262272
2005,6,33,10.6731620903454
2005,6,34,8.90052356020944
2005,6,35,13.1838749485808
2005,6,36,13.0345768880801
2005,6,37,8.30691185795815
2005,6,38,11.0252808988764
2005,6,39,9.09090909090909
2005,6,40,7.24043715846994
2005,6,41,13.0659922928709
2005,6,42,6.42857142857144
2005,6,43,7.36315643234232
2005,6,44,4.61049284578696
2005,6,45,10.3658536585366
2005,6,46,9.30075251543079
2005,6,47,9.29752066115702
2005,6,48,9.67974091399783
2005,6,49,9.375
2005,6,50,6.54040960140939
2005,7,1,8.6264100862641
2005,7,2,10.5204252937885
2005,7,3,8.57424037396973
2005,7,4,8.46953937592868
2005,7,5,9.0909090909091
2005,7,6,17.0505328291509
2005,7,7,4.91020252197172
2005,7,8,6.03239620182461
2005,7,9,5.48182342758223
2005,7,10,12.1317157712305
2005,7,11,16.8217054263566
2005,7,12,5.95744680851064
2005,7,13,9.86751941525811
2005,7,14,15.8665835411471
2005,7,15,8.2090960558596
2005,7,16,4.67065868263474
2005,7,17,6.33935797140545
2005,7,18,12.6949384404925
2005,7,19,5.0830889540567
2005,7,20,6.12185120093731
2005,7,21,16.8604651162791
2005,7,22,6.05214152700186
2005,7,23,15.4207436399217
2005,7,24,9.67590418036637
2005,7,25,6.7922657411998
2005,7,26,4.77748691099477
2005,7,27,5.91327201051248
2005,7,28,6.21663949883338
2005,7,29,9.86642380085003
2005,7,30,7.64863586185144
2005,7,31,5.24880708929788
2005,7,32,10.2272727272727
2005,7,33,8.98480510900683
2005,7,34,4.67171717171717
2005,7,35,11.4127082048118
2005,7,36,9.43649373881932
2005,7,37,7.21649484536082
2005,7,38,10.5963302752294
2005,7,39,7.05705705705705
2005,7,40,6.48648648648648
2005,7,41,14.4016472868217
2005,7,42,4.26540284360191
2005,7,43,6.26538987688098
2005,7,44,4.16666666666666
2005,7,45,8.3065953654189
2005,7,46,7.85134557881248
2005,7,47,7.9062375844259
2005,7,48,8.00806303829944
2005,7,49,11.9076549210207
2005,7,50,5.19857206604195
2005,8,1,8.6264100862641
2005,8,2,10.5204252937885
2005,8,3,8.57424037396973
2005,8,4,8.46953937592868
2005,8,5,9.0909090909091
2005,8,6,17.0505328291509
2005,8,7,4.91020252197172
2005,8,8,6.03239620182461
2005,8,9,5.48182342758223
2005,8,10,12.1317157712305
2005,8,11,16.8217054263566
2005,8,12,5.95744680851064
2005,8,13,9.86751941525811
2005,8,14,15.8665835411471
2005,8,15,8.2090960558596
2005,8,16,4.67065868263474
2005,8,17,6.33935797140545
2005,8,18,12.6949384404925
2005,8,19,5.0830889540567
2005,8,20,6.12185120093731
2005,8,21,16.8604651162791
2005,8,22,6.05214152700186
2005,8,23,15.4207436399217
2005,8,24,9.67590418036637
2005,8,25,6.7922657411998
2005,8,26,4.77748691099477
2005,8,27,5.91327201051248
2005,8,28,6.21663949883338
2005,8,29,9.86642380085003
2005,8,30,7.64863586185144
2005,8,31,5.24880708929788
2005,8,32,10.2272727272727
2005,8,33,8.98480510900683
2005,8,34,4.67171717171717
2005,8,35,11.4127082048118
2005,8,36,9.43649373881932
2005,8,37,7.21649484536082
2005,8,38,10.5963302752294
2005,8,39,7.05705705705705
2005,8,40,6.48648648648648
2005,8,41,14.4016472868217
2005,8,42,4.26540284360191
2005,8,43,6.26538987688098
2005,8,44,4.16666666666666
2005,8,45,8.3065953654189
2005,8,46,7.85134557881248
2005,8,47,7.9062375844259
2005,8,48,8.00806303829944
2005,8,49,11.9076549210207
2005,8,50,5.19857206604195
2005,9,1,8.6264100862641
2005,9,2,10.5204252937885
2005,9,3,8.57424037396973
2005,9,4,8.46953937592868
2005,9,5,9.0909090909091
2005,9,6,17.0505328291509
2005,9,7,4.91020252197172
2005,9,8,6.03239620182461
2005,9,9,5.48182342758223
2005,9,10,12.1317157712305
2005,9,11,16.8217054263566
2005,9,12,5.95744680851064
2005,9,13,9.86751941525811
2005,9,14,15.8665835411471
2005,9,15,8.2090960558596
2005,9,16,4.67065868263474
2005,9,17,6.33935797140545
2005,9,18,12.6949384404925
2005,9,19,5.0830889540567
2005,9,20,6.12185120093731
2005,9,21,16.8604651162791
2005,9,22,6.05214152700186
2005,9,23,15.4207436399217
2005,9,24,9.67590418036637
2005,9,25,6.7922657411998
2005,9,26,4.77748691099477
2005,9,27,5.91327201051248
2005,9,28,6.21663949883338
2005,9,29,9.86642380085003
2005,9,30,7.64863586185144
2005,9,31,5.24880708929788
2005,9,32,10.2272727272727
2005,9,33,8.98480510900683
2005,9,34,4.67171717171717
2005,9,35,11.4127082048118
2005,9,36,9.43649373881932
2005,9,37,7.21649484536082
